,3d_image,angle,bbox_max_x,bbox_max_y,bbox_max_z,bbox_min_x,bbox_min_y,bbox_min_z,bf_clip_hi,bf_clip_lo,cell_height,cell_stage,cell_surface_area,cell_volume,CellId,Cellular Component,center_slice,Description (from Uniprot),dna_clip_hi,dna_clip_lo,edge_flag,fits_x,fits_y,fits_z,FOVId,gene,InstrumentId,max_projection_x,max_projection_y,max_projection_z,mean_projection_x,mean_projection_y,mean_projection_z,median_projection_x,median_projection_y,median_projection_z,membrane_clip_hi,membrane_clip_lo,meta_colony_area,meta_colony_centroid,meta_colony_label,meta_fov_edgedist,meta_fov_outside_overview,meta_fov_position,meta_fov_xcoord,meta_fov_ycoord,meta_imaging_mode,meta_plate_bad_segmentation,meta_plate_confluency,meta_well_passage_at_imaging,meta_well_passage_at_thaw,nuclear_height,nuclear_surface_area,nuclear_volume,PiezoId,PlateId,Protein,ProtocolId,scale_micron,shape_mode_1_height,shape_mode_2_volume,shape_mode_3_major_tilt,shape_mode_4_minor_tilt,shape_mode_5_elongation,shape_mode_6_bean-ness,shape_mode_7_pear-ness,shape_mode_8_wedge,Structure,structure_clip_hi,structure_clip_lo,structure_connected_components,structure_volume,this_cell_index,this_cell_nbr_complete,this_cell_nbr_dist_2d,WellId,WorkflowId,split
113881,s3://allencell-hipsc-cytodata/register/537152.ome.zarr,29.426815865458504,320,284,76,89,87,14,23735.0,18246.0,6.824979,M0,1292.9359323233518,1549.6653278320932,537152,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/537152.ome.tiff,F-actin cross-linking protein which is thought to anchor actin to a variety of intracellular structures. This is a bundling protein.,427.0,396.0,1,True,True,True,11069,ACTN1,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/537152.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/537152.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/537152.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/537152.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/537152.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/537152.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/537152.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/537152.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/537152.ome.tiff,2287.0,837.0,22367.0,"(340, 1020)",8.0,135.76,False,center,988.0,291.0,Mode B,False,0.37,35.0,28.0,5.308317,476.577067204512,437.70498161220047,Interactive,3500001853,alpha-actinin-1,Old,"[0.108333, 0.108333, 0.108333]",-1.0814,0.2272,0.2515,0.7089,-1.125,0.0305,-0.0258,0.4407,actin bundles,730,440,,,8,0,"[(537147, 132.92288380762994)]",113910,['Pipeline 4.2'],train
34500,s3://allencell-hipsc-cytodata/register/938372.ome.zarr,31.81207417947872,412,338,122,89,156,23,24904.0,18917.0,11.158299,M0,1835.962451717382,2194.134326188847,938372,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/938372.ome.tiff,"Plays a fundamental role in microtubule organizing center structure and function. Required for centriole duplication and correct spindle formation. Has a role in regulating cytokinesis and genome stability via cooperation with CALM1 and CCP110.
Involved in global genome nucleotide excision repair (GG-NER) by acting as component of the XPC complex. Cooperatively with RAD23B appears to stabilize XPC. In vitro, stimulates DNA binding of the XPC:RAD23B dimer.
The XPC complex is proposed to represent the first factor bound at the sites of DNA damage and together with other core recognition factors, XPA, RPA and the TFIIH complex, is part of the pre-incision (or initial recognition) complex. The XPC complex recognizes a wide spectrum of damaged DNA characterized by distortions of the DNA helix such as single-stranded loops, mismatched bubbles or single-stranded overhangs. The orientation of XPC complex binding appears to be crucial for inducing a productive NER. XPC complex is proposed to recognize and to interact with unpaired bases on the undamaged DNA strand which is followed by recruitment of the TFIIH complex and subsequent scanning for lesions in the opposite strand in a 5'-to-3' direction by the NER machinery. Cyclobutane pyrimidine dimers (CPDs) which are formed upon UV-induced DNA damage esacpe detection by the XPC complex due to a low degree of structural perurbation. Instead they are detected by the UV-DDB complex which in turn recruits and cooperates with the XPC complex in the respective DNA repair.
As a component of the TREX-2 complex, involved in the export of mRNAs to the cytoplasm through the nuclear pores",628.0,403.0,1,True,True,True,14493,CETN2,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/938372.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/938372.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/938372.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/938372.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/938372.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/938372.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/938372.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/938372.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/938372.ome.tiff,4880.0,1325.0,11115.0,"(539, 1078)",17.0,32.0,False,edge,1127.0,576.0,Mode C,False,0.24,26.0,22.0,7.041645,652.9227875506259,652.9339815605589,Interactive,9999999107,centrin-2,Old,"[0.108333, 0.108333, 0.108333]",,,,,,,,,centrioles,800,440,2.0,0.0005964732696306662,1,1,"[(938374, 121.16181713413664), (938376, 147.47232019909703), (938385, 118.28511832105222)]",137822,['Pipeline 4.2'],train
134825,s3://allencell-hipsc-cytodata/register/688582.ome.zarr,-75.64321220571625,341,230,122,80,99,17,26725.0,18391.0,11.483298,M0,1315.163989979118,1416.2623798533505,688582,nucleus,s3://allencell-hipsc-cytodata/center_slice/688582.ome.tiff,"S-adenosyl-L-methionine-dependent methyltransferase that has the ability to methylate both RNAs and proteins (PubMed:24352239, PubMed:30540930, PubMed:32017898).
Involved in pre-rRNA processing by catalyzing the site-specific 2'-hydroxyl methylation of ribose moieties in pre-ribosomal RNA (PubMed:30540930).
Site specificity is provided by a guide RNA that base pairs with the substrate (By similarity).
Methylation occurs at a characteristic distance from the sequence involved in base pairing with the guide RNA (By similarity).
Probably catalyzes 2'-O-methylation of U6 snRNAs in box C/D RNP complexes (PubMed:32017898).
U6 snRNA 2'-O-methylation is required for mRNA splicing fidelity (PubMed:32017898).
Also acts as a protein methyltransferase by mediating methylation of 'Gln-105' of histone H2A (H2AQ104me), a modification that impairs binding of the FACT complex and is specifically present at 35S ribosomal DNA locus (PubMed:24352239, PubMed:30540930).",554.0,403.0,1,True,True,True,8916,FBL,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/688582.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/688582.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/688582.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/688582.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/688582.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/688582.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/688582.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/688582.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/688582.ome.tiff,6424.0,1111.0,46818.0,"(1123, 1036)",36.0,8.0,False,edge,887.0,1021.0,Mode C,False,0.44,33.0,25.0,6.716646,461.46104911547997,434.6879486980176,Interactive,3500001523,fibrillarin,Old,"[0.108333, 0.108333, 0.108333]",-0.0529,-1.071,-1.0708,-0.8815,1.0961,-1.198,-1.8154,0.4841,nucleoli (DFC),2610,420,8.0,0.0653243300062723,14,0,"[(688569, 92.19459442145536), (688570, 100.14093094328717), (688579, 162.4178673592335)]",77251,['Pipeline 4.1'],train
139810,s3://allencell-hipsc-cytodata/register/736015.ome.zarr,-7.269483994639618,315,240,139,51,56,24,25095.0,18221.0,12.566628,M0,1792.44521951697,2466.7276363163114,736015,nucleus,s3://allencell-hipsc-cytodata/center_slice/736015.ome.tiff,"S-adenosyl-L-methionine-dependent methyltransferase that has the ability to methylate both RNAs and proteins (PubMed:24352239, PubMed:30540930, PubMed:32017898).
Involved in pre-rRNA processing by catalyzing the site-specific 2'-hydroxyl methylation of ribose moieties in pre-ribosomal RNA (PubMed:30540930).
Site specificity is provided by a guide RNA that base pairs with the substrate (By similarity).
Methylation occurs at a characteristic distance from the sequence involved in base pairing with the guide RNA (By similarity).
Probably catalyzes 2'-O-methylation of U6 snRNAs in box C/D RNP complexes (PubMed:32017898).
U6 snRNA 2'-O-methylation is required for mRNA splicing fidelity (PubMed:32017898).
Also acts as a protein methyltransferase by mediating methylation of 'Gln-105' of histone H2A (H2AQ104me), a modification that impairs binding of the FACT complex and is specifically present at 35S ribosomal DNA locus (PubMed:24352239, PubMed:30540930).",525.0,397.0,1,True,True,True,9443,FBL,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/736015.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/736015.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/736015.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/736015.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/736015.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/736015.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/736015.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/736015.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/736015.ome.tiff,3454.0,1189.0,,"(-1, -1)",0.0,0.0,False,edge,261.0,1040.0,Mode C,False,0.32,36.0,25.0,10.291635,631.9856941726499,680.3237582441841,Interactive,3500001560,fibrillarin,Old,"[0.108333, 0.108333, 0.108333]",0.9511,0.961,2.2039,1.24,-0.6655,0.1704,-0.0224,1.5861,nucleoli (DFC),2610,420,2.0,0.0857159568257597,5,0,"[(736011, 164.5592108204087), (736018, 102.70533724794988), (736019, 146.69725921975854)]",70240,['Pipeline 4.1'],train
81727,s3://allencell-hipsc-cytodata/register/800896.ome.zarr,85.4146521570264,317,286,106,49,66,18,26043.0,20111.825000000055,9.641637,M0,2015.66467918575,3113.4063283961373,800896,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/800896.ome.tiff,Transfers sialic acid from CMP-sialic acid to galactose-containing acceptor substrates.,573.0,400.0,1,True,True,True,16508,ST6GAL1,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/800896.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/800896.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/800896.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/800896.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/800896.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/800896.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/800896.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/800896.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/800896.ome.tiff,8149.0,2054.0,825.0,"(1110, 809)",26.0,17.89,False,edge,810.0,1122.0,Mode C,False,0.32,38.0,30.0,6.716646,731.835913040262,859.263179402183,Interactive,3500001289,sialyltransferase 1,Old,"[0.108333, 0.108333, 0.108333]",,,,,,,,,Golgi,490,400,14.0,0.0740709881687968,5,0,"[(800895, 175.076625278321), (800904, 119.43526417516735)]",50357,['Pipeline 4.1'],train
120268,s3://allencell-hipsc-cytodata/register/971492.ome.zarr,-49.28270618681013,303,278,133,95,90,18,24952.0,18877.0,12.566628,M0,1535.449439925648,1910.796412117952,971492,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/971492.ome.tiff,F-actin cross-linking protein which is thought to anchor actin to a variety of intracellular structures. This is a bundling protein.,556.0,399.0,1,True,True,True,16698,ACTN1,ZSD-1,s3://allencell-hipsc-cytodata/max_projection_x/971492.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/971492.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/971492.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/971492.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/971492.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/971492.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/971492.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/971492.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/971492.ome.tiff,1654.0,735.0,,"(-1, -1)",0.0,0.0,False,center,860.0,345.0,Mode C,False,0.39,38.0,28.0,7.58331,493.64126774911796,484.2191616228966,Interactive,3500001888,alpha-actinin-1,Old,"[0.108333, 0.108333, 0.108333]",0.7911,0.3324,-1.6637,0.01,-1.7204,0.2756,-0.5985,-0.6969,actin bundles,730,440,,,17,0,"[(971486, 316.72415219415393), (971491, 111.54904412677908), (971495, 192.39129203027943)]",115556,['Pipeline 4.2'],valid
135221,s3://allencell-hipsc-cytodata/register/695642.ome.zarr,89.67780150458614,306,248,73,41,40,12,20728.0,16096.0,6.716646,M0,1464.610709191644,1729.4311591857174,695642,nucleus,s3://allencell-hipsc-cytodata/center_slice/695642.ome.tiff,"S-adenosyl-L-methionine-dependent methyltransferase that has the ability to methylate both RNAs and proteins (PubMed:24352239, PubMed:30540930, PubMed:32017898).
Involved in pre-rRNA processing by catalyzing the site-specific 2'-hydroxyl methylation of ribose moieties in pre-ribosomal RNA (PubMed:30540930).
Site specificity is provided by a guide RNA that base pairs with the substrate (By similarity).
Methylation occurs at a characteristic distance from the sequence involved in base pairing with the guide RNA (By similarity).
Probably catalyzes 2'-O-methylation of U6 snRNAs in box C/D RNP complexes (PubMed:32017898).
U6 snRNA 2'-O-methylation is required for mRNA splicing fidelity (PubMed:32017898).
Also acts as a protein methyltransferase by mediating methylation of 'Gln-105' of histone H2A (H2AQ104me), a modification that impairs binding of the FACT complex and is specifically present at 35S ribosomal DNA locus (PubMed:24352239, PubMed:30540930).",428.0,397.0,1,True,True,True,8987,FBL,ZSD-1,s3://allencell-hipsc-cytodata/max_projection_x/695642.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/695642.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/695642.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/695642.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/695642.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/695642.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/695642.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/695642.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/695642.ome.tiff,2056.0,840.0,,"(-1, -1)",0.0,0.0,True,center,1355.0,430.0,Mode B,False,0.22,34.0,25.0,4.33332,474.1359711156,410.20967870359544,Interactive,3500001538,fibrillarin,Old,"[0.108333, 0.108333, 0.108333]",-1.412,0.3177,0.5608,-0.0805,-1.7692,0.1057,1.4162,-0.5445,nucleoli (DFC),2610,420,2.0,0.06713314731986773,24,0,"[(695621, 130.05088605418118), (695628, 160.67289267342227), (695631, 199.8905792696503), (695640, 198.65719314656013)]",77432,['Pipeline 4.1'],train
72169,s3://allencell-hipsc-cytodata/register/384319.ome.zarr,-50.469197774640534,286,286,90,61,117,18,14670.0,9890.0,7.908309,M0,1290.588724545552,1424.7807618697962,384319,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/384319.ome.tiff,"Component of SEC61 channel-forming translocon complex that mediates transport of signal peptide-containing precursor polypeptides across the endoplasmic reticulum (ER) (PubMed:12475939).
Component of a ribosome-associated ER translocon complex involved in multi-pass membrane protein transport into the ER membrane and biogenesis (PubMed:32820719).
The SEC61 channel cooperates with the translocating protein TRAM1 to import nascent proteins into the ER (PubMed:19121997).
Required for PKD1/Polycystin-1 biogenesis (By similarity)",418.0,394.0,1,True,True,True,5071,SEC61B,ZSD-1,s3://allencell-hipsc-cytodata/max_projection_x/384319.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/384319.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/384319.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/384319.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/384319.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/384319.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/384319.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/384319.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/384319.ome.tiff,840.0,551.0,71287.0,"(961, 526)",38.0,196.98,False,center,574.0,1049.0,Mode C,False,0.38,46.0,31.0,5.308317,408.085544248308,303.2404143821545,Interactive,3500001175,Sec61 beta,Old,"[0.108333, 0.108333, 0.108333]",-1.0857,-0.5131,0.1927,-0.1924,-0.9343,0.1418,1.4495,0.0322,ER (Sec61 beta),1070,490,150.0,0.3160855720599451,20,0,"[(384307, 166.46549314070674), (384315, 79.95262355595261), (384325, 163.2837773428953)]",41909,['Pipeline 4'],train
114635,s3://allencell-hipsc-cytodata/register/553803.ome.zarr,-78.45728527449423,440,291,102,59,94,22,23764.0,19323.0,8.774973,M0,1908.256451273622,2067.896990306326,553803,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/553803.ome.tiff,F-actin cross-linking protein which is thought to anchor actin to a variety of intracellular structures. This is a bundling protein.,505.0,398.0,1,False,True,True,11221,ACTN1,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/553803.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/553803.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/553803.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/553803.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/553803.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/553803.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/553803.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/553803.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/553803.ome.tiff,3935.0,804.0,37792.0,"(224, 987)",3.0,4.0,False,edge,1106.0,294.0,Mode C,False,0.52,36.0,28.0,6.716646,690.8067210843179,669.4456572691529,Interactive,3500001874,alpha-actinin-1,Old,"[0.108333, 0.108333, 0.108333]",-1.5194,0.7823,1.453,-1.8589,-0.2151,1.5565,1.2575,2.7967,actin bundles,730,440,,,1,0,"[(553807, 130.3036330812695)]",114979,['Pipeline 4.2'],train
33846,s3://allencell-hipsc-cytodata/register/936498.ome.zarr,-53.65506885926897,397,303,136,94,172,23,47156.0,35320.0,12.349962,M0,1870.7715430621558,2636.6146873314606,936498,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/936498.ome.tiff,"Plays a fundamental role in microtubule organizing center structure and function. Required for centriole duplication and correct spindle formation. Has a role in regulating cytokinesis and genome stability via cooperation with CALM1 and CCP110.
Involved in global genome nucleotide excision repair (GG-NER) by acting as component of the XPC complex. Cooperatively with RAD23B appears to stabilize XPC. In vitro, stimulates DNA binding of the XPC:RAD23B dimer.
The XPC complex is proposed to represent the first factor bound at the sites of DNA damage and together with other core recognition factors, XPA, RPA and the TFIIH complex, is part of the pre-incision (or initial recognition) complex. The XPC complex recognizes a wide spectrum of damaged DNA characterized by distortions of the DNA helix such as single-stranded loops, mismatched bubbles or single-stranded overhangs. The orientation of XPC complex binding appears to be crucial for inducing a productive NER. XPC complex is proposed to recognize and to interact with unpaired bases on the undamaged DNA strand which is followed by recruitment of the TFIIH complex and subsequent scanning for lesions in the opposite strand in a 5'-to-3' direction by the NER machinery. Cyclobutane pyrimidine dimers (CPDs) which are formed upon UV-induced DNA damage esacpe detection by the XPC complex due to a low degree of structural perurbation. Instead they are detected by the UV-DDB complex which in turn recruits and cooperates with the XPC complex in the respective DNA repair.
As a component of the TREX-2 complex, involved in the export of mRNAs to the cytoplasm through the nuclear pores",533.0,401.0,1,True,True,True,14433,CETN2,ZSD-2,s3://allencell-hipsc-cytodata/max_projection_x/936498.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/936498.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/936498.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/936498.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/936498.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/936498.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/936498.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/936498.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/936498.ome.tiff,4100.0,1010.0,15098.0,"(732, 362)",32.0,34.18,False,edge,372.0,693.0,Mode C,False,0.21,26.0,22.0,7.908309,683.413016584248,736.6010211659677,Interactive,9999999104,centrin-2,Old,"[0.108333, 0.108333, 0.108333]",0.608,0.7973,-1.2682,-0.0982,2.6513,-0.6774,0.5743,2.8306,centrioles,800,440,2.0,0.0005609111776743663,2,0,"[(936502, 94.59148720831986)]",137771,['Pipeline 4.2'],test
98874,s3://allencell-hipsc-cytodata/register/956148.ome.zarr,-11.114208396672572,457,249,129,117,64,10,25714.0,19699.0,12.99996,M0,1823.4987784172638,1855.337930989988,956148,membrane,s3://allencell-hipsc-cytodata/center_slice/956148.ome.tiff,The CAAX domain of K-RAS was integrated at the safe harbor locus of AAVS1 in order to visualize the plasma mebrane.,636.0,400.0,1,True,True,True,15406,Safe Harbor Locus (AAVS1),ZSD-1,s3://allencell-hipsc-cytodata/max_projection_x/956148.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/956148.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/956148.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/956148.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/956148.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/956148.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/956148.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/956148.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/956148.ome.tiff,2460.0,889.0,,"(-1, -1)",0.0,0.0,False,edge,1073.0,664.0,Mode C,False,0.29,32.0,26.0,8.341641,518.96763967158,550.1527098304869,Interactive,3500001868,CAAX domain of K-RAS,Old,"[0.108333, 0.108333, 0.108333]",,,,,,,,,plasma membrane,2255,505,,,22,0,"[(956129, 140.92870999946848), (956130, 120.25829065978324), (956133, 149.4863832140174), (956135, 105.36164263811902), (956136, 177.0965998553906), (956147, 125.57860084832572), (956157, 176.1123913417328)]",108834,['Pipeline 4.2'],train
212005,s3://allencell-hipsc-cytodata/register/826293.ome.zarr,75.17445294714216,459,317,106,99,120,18,32134.0,24255.0,9.641637,M0,1762.3070716500179,1753.760675344927,826293,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/826293.ome.tiff,"Peroxisomal transporter for multiple cofactors like coenzyme A (CoA), flavin adenine dinucleotide (FAD), flavin mononucleotide (FMN) and nucleotide adenosine monophosphate (AMP), and to a lesser extent for nicotinamide adenine dinucleotide (NAD+), adenosine diphosphate (ADP) and adenosine 3',5'-diphosphate (PAP). May catalyze the transport of free CoA, FAD and NAD+ from the cytosol into the peroxisomal matrix by a counter-exchange mechanism. Inhibited by pyridoxal 5'-phosphate and bathophenanthroline in vitro.",550.0,400.0,1,True,True,True,144176,SLC25A17,ZSD-2,s3://allencell-hipsc-cytodata/max_projection_x/826293.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/826293.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/826293.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/826293.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/826293.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/826293.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/826293.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/826293.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/826293.ome.tiff,28297.0,6048.0,,"(-1, -1)",,,True,edge,,,Mode C,True,,30.0,28.0,7.366644,528.3095266272239,502.3862005233431,Triggered,3500002482,PMP34,Old,"[0.108333, 0.108333, 0.108333]",,,,,,,,,peroxisomes,515,400,87.0,0.007946511093507736,5,0,"[(826291, 99.18381366669631), (826299, 295.6617360965471), (826308, 84.92108328052525)]",162640,['Pipeline 4.4'],valid
153569,s3://allencell-hipsc-cytodata/register/764948.ome.zarr,-83.00586316217708,377,270,85,68,76,10,40784.0,32407.0,8.233308,M0,1643.5618301711158,1917.2792822525576,764948,nucleus,s3://allencell-hipsc-cytodata/center_slice/764948.ome.tiff,"Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.",549.0,404.0,1,True,True,True,141510,HIST1H2BJ,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/764948.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/764948.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/764948.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/764948.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/764948.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/764948.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/764948.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/764948.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/764948.ome.tiff,15664.0,4278.0,,"(-1, -1)",0.0,0.0,False,edge,322.0,794.0,Mode C,True,0.1,35.0,27.0,7.041645,620.48437606143,644.7105644139365,Triggered,3500002880,H2B,Old,"[0.108333, 0.108333, 0.108333]",-1.0538,0.6408,-0.9078,0.8368,0.8819,-0.462,-1.0194,0.149,histones,2885,450,235.0,0.1921015713717561,10,0,[],191074,['Pipeline 4.4'],train
